likeCount,commentCount,dislikeCount,viewCount,likes/view,dislikes/view,comments/views,likes/dislikes,views/subscribers
22,8,3,12310,0.001787165,0.000243704,0.000649878,-2,14.06496613
35,14,0,1010,0.034653465,0,0.013861386,-2,68.94421212
4,0,0,526,0.007604563,0,0,-2,68.94421212
7,0,1,3015,0.002321725,0.000331675,0,-2,3.135759279
13,1,1,404,0.032178218,0.002475248,0.002475248,-2,3.336336336
9,2,1,806,0.011166253,0.001240695,0.00248139,-2,8.148004384
62,1,0,1321,0.046934141,0,0.000757002,-2,1.664924325
1,0,0,814,0.001228501,0,0,-2,186.114074
2,0,1,5792,0.000345304,0.000172652,0,-2,0.07289325
5,2,0,1108,0.004512635,0,0.001805054,-2,10.21501038
2408,269,205,125383,0.019205155,0.00163499,0.002145426,11.74634146,0.008738179
0,0,0,3,0,0,0,-2,1.439018114
2,0,0,1413,0.001415428,0,0,-2,3.288012547
1,0,1,210,0.004761905,0.004761905,0,-2,14.32553141
0,1,3,2436,0,0.001231527,0.000410509,-2,34.23798955
56,11,7,1180,0.047457627,0.005932203,0.009322034,-2,143.8287529
3776,277,104,150999,0.025006788,0.000688746,0.001834449,36.30769231,0.3305902
270,57,6,28669,0.009417838,0.000209285,0.00198821,-2,45.32630876
47,18,3,1333,0.035258815,0.002250563,0.013503376,-2,2.339180094
14,1,1,6935,0.002018745,0.000144196,0.000144196,-2,62.22179596
0,0,0,837,0,0,0,-2,0.207200852
23,10,1,15168,0.00151635,6.59E-05,0.000659283,-2,0.065879662
12,12,0,436,0.027522936,0,0.027522936,-2,0.252676026
7,3,0,175,0.04,0,0.017142857,-2,0.153678326
0,0,0,59,0,0,0,-2,0.18791984
19,2,6,4531,0.004193335,0.001324211,0.000441404,-2,0.192532474
15,6,1,3994,0.003755633,0.000250376,0.001502253,-2,0.416022122
31,10,0,2345,0.013219616,0,0.004264392,-2,0.212378347
7,0,0,297,0.023569024,0,0,-2,0.128464137
1,0,0,111,0.009009009,0,0,-2,0.244550363
0,2,0,6004,0,0,0.000333111,-2,0.592551793
11,6,0,219,0.050228311,0,0.02739726,-2,0.118902083
0,0,0,79,0,0,0,-2,2.64211679
1,0,0,99,0.01010101,0,0,-2,0.153037981
0,0,0,588,0,0,0,-2,66.39491612
0,0,0,119,0,0,0,-2,28.80803254
2,0,0,987,0.002026342,0,0,-2,0.62405248
60,4,0,576,0.104166667,0,0.006944444,-2,0.62405248
32,11,18,4808,0.006655574,0.00374376,0.002287854,-2,16.41668391
83,1,2,2217,0.037437979,0.00090212,0.00045106,-2,0.039596074
23,6,7,22472,0.001023496,0.000311499,0.000266999,-2,0.037442283
15,2,0,229,0.065502183,0,0.008733624,-2,81.69502884
9,0,3,3845,0.002340702,0.000780234,0,-2,0.559131019
7,0,0,2969,0.002357696,0,0,-2,0.844115672
70,7,0,697,0.100430416,0,0.010043042,-2,4.719298246
65,2,17,105112,0.000618388,0.000161732,1.90E-05,-2,0.797298377
23,5,10,33037,0.000696189,0.000302691,0.000151345,-2,0.576794954
2,0,0,164,0.012195122,0,0,-2,0.05554487
-1,0,-1,1288,-1,-1,0,-1,0.017790308
1,1,0,2485,0.000402414,0,0.000402414,-2,0.286895082
8,3,1,11332,0.000705965,8.82E-05,0.000264737,-2,0.879968093
14,8,6,16865,0.000830122,0.000355766,0.000474355,-2,0.867933689
0,0,0,11,0,0,0,-2,0.732676701
1,0,0,237,0.004219409,0,0,-2,0.634944857
1,0,0,454,0.002202643,0,0,-2,0.634944857
24,10,5,1697,0.014142605,0.002946376,0.005892752,-2,4.855064584
4358,144,144,174882,0.02491966,0.000823412,0.000823412,30.26388889,227.4701859
721,39,63,65808,0.010956115,0.00095733,0.000592633,-2,130.6084824
714,19,25,31467,0.022690438,0.000794483,0.000603807,-2,137.4628724
2577,145,56,92476,0.02786669,0.000605563,0.001567974,46.01785714,0.13925755
3051,142,82,63613,0.047961895,0.001289045,0.002232248,37.20731707,0.014420701
1289,159,76,204870,0.006291795,0.000370967,0.000776102,16.96052632,0.002521458
5284,208,105,214281,0.024659209,0.000490011,0.000970688,50.32380952,0.697668901
2390,31,232,431762,0.005535457,0.000537333,7.18E-05,10.30172414,0.21352659
2661,80,81,107438,0.024767773,0.000753923,0.000744615,32.85185185,0.378403114
1390,83,16,51474,0.027003924,0.000310837,0.001612465,86.875,1.773125736
2260,80,43,97686,0.023135352,0.000440186,0.000818951,52.55813953,0.114909607
963,40,9,13057,0.073753542,0.000689285,0.003063491,-2,0.076580719
612,38,19,13864,0.044143104,0.001370456,0.002740912,-2,10.1780841
901,41,9,27719,0.03250478,0.000324687,0.00147913,-2,10.1780841
1248,33,84,43001,0.029022581,0.001953443,0.000767424,14.85714286,95.06505848
1146,48,18,57224,0.020026562,0.000314553,0.000838809,63.66666667,1.263863095
1411,93,32,39261,0.035938973,0.000815058,0.002368763,44.09375,0.028942104
1266,42,122,46614,0.027159223,0.002617239,0.000901017,10.37704918,0.010499651
1817,61,39,102502,0.017726483,0.00038048,0.00059511,46.58974359,8.388183605
1450,113,32,53169,0.02727153,0.000601854,0.002125299,45.3125,0.040544945
969,46,43,47865,0.020244437,0.00089836,0.000961036,-2,0.15712628
1423,52,36,63388,0.022449044,0.000567931,0.000820345,39.52777778,182.9164841
590,39,18,54706,0.010784923,0.000329032,0.000712902,-2,0.210922717
3727,174,83,163262,0.022828337,0.000508385,0.001065772,44.90361446,0.137948921
1125,44,13,50911,0.022097386,0.000255348,0.000864253,86.53846154,1.747552263
2593,74,42,133023,0.01949287,0.000315735,0.000556295,61.73809524,0.023106699
2021,84,21,68965,0.02930472,0.000304502,0.001218009,96.23809524,6.432142857
499,11,97,53889,0.009259775,0.001799996,0.000204123,-2,0.154412755
1015,45,21,29285,0.034659382,0.000717091,0.001536623,48.33333333,0.472893936
16722,790,689,734735,0.022759226,0.000937753,0.001075218,24.26995646,0.112665172
1077,107,39,65246,0.016506759,0.000597738,0.001639947,27.61538462,0.800402291
7105,903,212,291031,0.024413207,0.000728445,0.003102762,33.51415094,0.536836987
747,31,10,28384,0.026317644,0.000352311,0.001092165,-2,6.747701675
577,-1,81,71305,0.008091999,0.001135965,-1,-2,7.933033483
1309,52,107,31475,0.041588562,0.003399523,0.001652105,12.23364486,0.138344319
60957,3359,2144,2316011,0.026319823,0.00092573,0.001450339,28.43143657,2271.711565
7309,1455,555,542893,0.013463058,0.001022301,0.002680086,13.16936937,0.626130653
2810,135,122,140474,0.020003702,0.000868488,0.000961032,23.03278689,210.7437126
1966,93,38,54163,0.036297842,0.000701586,0.001717039,51.73684211,0.158568582
2356,120,81,185406,0.012707248,0.000436879,0.000647228,29.08641975,0.949526499
20324,706,1735,841486,0.024152511,0.002061829,0.000838992,11.71412104,0.184675082
181,25,9,25041,0.007228146,0.000359411,0.000998363,-2,0.550075364
70547,3099,6962,2729033,0.025850549,0.002551087,0.001135567,10.13315139,2.063270459
2014,103,129,61398,0.032802371,0.002101046,0.001677579,15.6124031,186.1488095
55904,1661,756,1361483,0.041061108,0.000555277,0.001219993,73.94708995,0.034264424
10092,634,1116,1456252,0.006930119,0.000766351,0.000435364,9.043010753,0.502452125
2068,146,76,186056,0.011114933,0.000408479,0.00078471,27.21052632,0.211434218
1790,82,31,33785,0.052982093,0.000917567,0.002427113,57.74193548,1.702312139
65288,5971,2601,2398617,0.027219018,0.001084375,0.002489351,25.10111496,5.390403708
917,26,6,20606,0.044501601,0.000291177,0.001261768,-2,0.020192193
72562,4441,13589,24555801,0.002954984,0.000553393,0.000180853,5.3397601,2.106388162
484,22,52,15019,0.032225847,0.003462281,0.001464811,-2,5.796833773
42,2,1,7234,0.005805917,0.000138236,0.000276472,-2,72.46956857
885,58,52,87106,0.010160035,0.000596974,0.000665855,-2,62.45671332
6756,280,171,178217,0.037908841,0.000959504,0.001571118,39.50877193,0.077402982
1022,193,56,74145,0.013783802,0.000755277,0.002603008,18.25,0.166202987
1168,66,608,767032,0.001522753,0.000792666,8.60E-05,1.921052632,0.859475658
1322,41,52,84747,0.015599372,0.000613591,0.000483793,25.42307692,26.77902221
2276,408,275,374053,0.006084699,0.00073519,0.001090755,8.276363636,1242.219371
516,22,31,16259,0.031736269,0.001906636,0.001353097,-2,0.111368015
4589,300,265,654903,0.007007145,0.00040464,0.000458083,17.31698113,24.11975822
22293,1248,1114,2418741,0.009216778,0.00046057,0.000515971,20.01166966,3.309965277
162,9,4,13650,0.011868132,0.00029304,0.000659341,-2,53.66489837
3548,306,142,158815,0.022340459,0.000894122,0.00192677,24.98591549,442.8421474
847,94,3,5829,0.145307943,0.000514668,0.016126265,-2,1.961257197
5659,267,321,286697,0.019738609,0.001119649,0.000931297,17.62928349,14.54543342
17536,1021,63,345837,0.050705968,0.000182167,0.002952258,278.3492063,28.743857
77,4,5,14006,0.005497644,0.00035699,0.000285592,-2,20.91171272
118,6,18,30941,0.00381371,0.000581752,0.000193917,-2,3.64577638
387,6,60,91905,0.00421087,0.000652848,6.53E-05,-2,2.838720452
1212,106,35,84279,0.014380807,0.000415287,0.001257727,34.62857143,1.350182482
198,90,21,10247,0.019322729,0.00204938,0.008783058,-2,0.367898721
768,45,54,42676,0.017996063,0.001265348,0.001054457,-2,0.055066228
5209,207,124,311141,0.016741606,0.000398533,0.000665293,42.00806452,5.860749002
1174,56,19,34999,0.033543816,0.000542873,0.001600046,61.78947368,2.126595202
5665,548,537,244811,0.0231403,0.002193529,0.002238462,10.54934823,133.9003677
872,39,36,47786,0.018248022,0.000753359,0.000816139,-2,41.51830505
22002,1205,917,1446118,0.015214526,0.000634111,0.000833265,23.99345692,26.34186812
5320,489,580,705495,0.007540805,0.000822118,0.00069313,9.172413793,31.36904592
-1,204,-1,1157193,-1,-1,0.000176289,-1,36.61934252
51686,3839,2711,6442774,0.008022321,0.000420781,0.000595861,19.06528956,34.88153677
30452,2597,1563,693404,0.043916678,0.002254097,0.003745291,19.48304543,0.361896477
18528,2157,1651,3365748,0.005504868,0.00049053,0.000640868,11.22228952,0.07144009
1567,132,139,214400,0.007308769,0.000648321,0.000615672,11.27338129,0.511903797
10792,576,455,324959,0.033210343,0.001400177,0.001772531,23.71868132,17.98487618
8202,500,55,193359,0.042418507,0.000284445,0.002585864,149.1272727,2.886468443
1082,21,16,88423,0.012236635,0.000180948,0.000237495,67.625,0.548696035
4975,491,1176,781259,0.006367927,0.001505263,0.000628473,4.230442177,0.214966581
28,4,5,6107,0.004584903,0.000818733,0.000654986,-2,7.312825417
5330,403,256,862689,0.006178356,0.000296747,0.000467144,20.8203125,7.312825417
189,7,34,70684,0.002673872,0.000481014,9.90E-05,-2,230.3807809
2184,225,66,68964,0.031668697,0.000957021,0.003262572,33.09090909,0.102229878
39215,2080,2640,7632808,0.00513769,0.000345875,0.000272508,14.85416667,0.20673162
2284,52,70,130183,0.017544533,0.000537705,0.000399438,32.62857143,257.5300668
395,72,28,52306,0.007551715,0.000535311,0.001376515,-2,88.04125886
11987,1946,576,1076107,0.011139227,0.000535263,0.00180837,20.81076389,8.588467282
19764,811,61,354103,0.055814269,0.000172266,0.002290294,324,1.05550891
1441,105,72,120688,0.011939878,0.00059658,0.000870012,20.01388889,0.110927743
5737,235,335,454661,0.012618192,0.000736813,0.000516869,17.12537313,1.222502082
24883,3685,936,1638917,0.015182587,0.000571109,0.002248436,26.58440171,6.254684621
2397,104,42,73820,0.032470875,0.000568952,0.001408832,57.07142857,1.009077201
185,20,16,30913,0.005984537,0.000517582,0.000646977,-2,4.10931747
3772,78,227,258109,0.014613981,0.000879473,0.000302198,16.61674009,167.1343375
614,66,68,77409,0.007931894,0.000878451,0.000852614,-2,167.1343375
2528,223,429,871274,0.002901498,0.000492382,0.000255947,5.892773893,0.35817405
426,22,317,797023,0.000534489,0.00039773,2.76E-05,-2,692.7361016
7,2,1,4505,0.001553829,0.000221976,0.000443951,-2,4.087850765
5,2,2,1845,0.002710027,0.001084011,0.001084011,-2,29.63189172
355853,26139,5474,6887508,0.051666437,0.000794772,0.003795132,65.00785532,525.482721
24365,1893,1331,3220528,0.00756553,0.000413286,0.000587792,18.30578512,0.801533869
21986,1352,1290,2464446,0.008921275,0.000523444,0.000548602,17.04341085,427.525393
70,3,22,54425,0.001286174,0.000404226,5.51E-05,-2,882.8413502
29,13,13,6032,0.004807692,0.002155172,0.002155172,-2,0.503208873
3163,171,141,480135,0.006587731,0.000293667,0.00035615,22.43262411,0.386783244
4600,591,1019,2123611,0.002166122,0.000479843,0.0002783,4.514229637,0.393593985
1260,90,45,194164,0.00648936,0.000231763,0.000463526,28,1.249152119
1403,63,87,218882,0.006409846,0.000397474,0.000287826,16.12643678,0.705422975
739,106,31,18922,0.039055068,0.001638305,0.005601945,-2,0.339646063
11275,523,25,193937,0.058137436,0.000128908,0.002696752,451,1.042820396
748,31,43,48224,0.015510949,0.000891672,0.000642833,-2,0.771027613
790,86,58,34166,0.023122402,0.001697594,0.002517122,-2,0.705462561
47,8,9,22623,0.002077532,0.000397825,0.000353622,-2,0.342545691
129,15,69,66343,0.00194444,0.001040049,0.000226098,-2,0.584770932
95,51,21,27675,0.003432701,0.000758808,0.001842818,-2,10.1398951
1553,47,90,100401,0.015467973,0.000896405,0.000468123,17.25555556,71.8383542
5856,158,177,229101,0.025560779,0.000772585,0.000689652,33.08474576,50.02288543
1391,366,116,124487,0.011173858,0.000931824,0.002940066,11.99137931,83.93566892
11286,302,3033,5322963,0.002120248,0.000569795,5.67E-05,3.721068249,83.93566892
239,10,16,25367,0.00942169,0.000630741,0.000394213,-2,0.260906304
46466,7445,2184,3763644,0.012346014,0.000580289,0.001978136,21.27564103,53.98846563
1518,305,75,110011,0.01379862,0.00068175,0.00277245,20.24,39.32037769
3847,246,15,58851,0.065368473,0.000254881,0.004180048,256.4666667,63.94276094
211,11,6,11475,0.0183878,0.000522876,0.000958606,-2,67.22207583
1565,3412,87,172888,0.009052103,0.000503216,0.01973532,17.98850575,837.5052701
236,52,118,35733,0.006604539,0.00330227,0.001455237,-2,601.5897517
1478,109,37,83391,0.017723735,0.000443693,0.001307095,39.94594595,3.144908744
6494,290,16,112590,0.057678302,0.000142109,0.002575717,405.875,3.144908744
1926,-1,455,11743329,0.000164008,3.87E-05,-1,4.232967033,3.144908744
1318,270,54,88788,0.014844348,0.00060819,0.003040951,24.40740741,0.501504873
708,141,62,174228,0.004063641,0.000355856,0.000809284,-2,0.151248236
51,20,15,3818,0.013357779,0.003928759,0.005238345,-2,0.163105392
2217,255,230,56312,0.039369939,0.004084387,0.004528342,9.639130435,63.42117574
29343,3137,335,505084,0.058095287,0.000663256,0.006210848,87.59104478,203.1566472
42,7,3,4088,0.010273973,0.000733855,0.001712329,-2,2.897310508
3007,251,213,377195,0.007972004,0.000564695,0.000665438,14.11737089,4718.138614
3117,129,847,1896185,0.001643827,0.000446686,6.80E-05,3.680047226,2.122198651
948,48,8,17708,0.053535125,0.000451773,0.002710639,-2,1.455159057
1960,183,95,225868,0.008677635,0.0004206,0.000810208,20.63157895,1.136565625
8464,548,125,129591,0.065313178,0.000964573,0.004228689,67.712,1.946388029
724338,50901,18332,18796962,0.038534844,0.000975264,0.002707938,39.51221907,58.83998539
8462,137,34,245917,0.034409984,0.000138258,0.000557099,248.8823529,0.513050295
164,10,89,61927,0.002648279,0.001437176,0.00016148,-2,2132.486726
7001,226,19,167710,0.041744678,0.000113291,0.001347564,368.4736842,16.44353695
6436,312,10,165224,0.038953179,6.05E-05,0.001888346,643.6,96.22041493
6618,286,17,166707,0.039698393,0.000101975,0.001715585,389.2941176,5.097620288
3726,361,619,1001553,0.003720222,0.00061804,0.00036044,6.019386107,48.00655029
4551,162,9,123133,0.036960035,7.31E-05,0.001315651,505.6666667,48.00655029
1243,55,57,66884,0.018584415,0.000852222,0.000822319,21.80701754,811.5563078
1578,172,129,162119,0.009733591,0.000795712,0.001060949,12.23255814,78.71945016
29901,1260,89,554556,0.053918811,0.000160489,0.002272088,335.9662921,28.55960712
1505,80,250,578507,0.002601524,0.000432147,0.000138287,6.02,0.680427741
1027,183,261,200757,0.005115637,0.001300079,0.00091155,3.9348659,5.990657531
584,46,107,344685,0.001694301,0.000310428,0.000133455,-2,14.47861248
12982,670,32,264287,0.049120842,0.00012108,0.002535123,405.6875,4960.847697
378,22,33,66607,0.005675079,0.000495443,0.000330296,-2,52.81729564
9497,960,1090,2832790,0.003352525,0.00038478,0.000338889,8.712844037,48.81291292
813,57,1,8109,0.100258972,0.00012332,0.007029227,-2,1644.968483
75,7,2,7672,0.009775808,0.000260688,0.000912409,-2,151.8558226
774,58,48,96505,0.00802031,0.000497384,0.000601005,-2,151.8761553
5571,176,14,163993,0.033970962,8.54E-05,0.001073217,397.9285714,46.56931608
38289,10866,4329,3741978,0.010232289,0.001156875,0.002903812,8.844767845,229.9558436
7726,383,13,184739,0.041821164,7.04E-05,0.002073195,594.3076923,48.11024643
19049,493,238,450058,0.042325656,0.000528821,0.001095414,80.03781513,15.59401018
835,30,6,10595,0.07881076,0.000566305,0.002831524,-2,1.488320999
1629,77,269,568825,0.002863798,0.000472905,0.000135367,6.055762082,11.65286772
179,14,146,59719,0.002997371,0.002444783,0.000234431,-2,3.655064755
5425,64,106,328491,0.016514912,0.000322688,0.00019483,51.17924528,148.1430976
42,3,14,35733,0.001175384,0.000391795,8.40E-05,-2,233.0680147
1315,60,5,16086,0.081748104,0.000310829,0.003729952,263,29.41543514
5392,284,10,106415,0.050669548,9.40E-05,0.002668797,539.2,24.89326765
143,5,11,51461,0.002778803,0.000213754,9.72E-05,-2,16.98858329
854,125,34,73492,0.011620312,0.000462635,0.001700865,-2,15.71745342
1087,210,68,99509,0.010923635,0.000683355,0.002110362,15.98529412,1.174534232
5870,212,11,127239,0.046133654,8.65E-05,0.001666156,533.6363636,0.654874843
5575,893,1240,418702,0.013314959,0.002961534,0.002132782,4.495967742,1.124871414
14,2,2,11381,0.00123012,0.000175731,0.000175731,-2,0.92427706
6719,581,308,197267,0.034060436,0.001561336,0.002945247,21.81493506,0.866841925
3348,269,205,637372,0.005252819,0.000321633,0.000422046,16.33170732,1.284261058
6115,295,13,167930,0.036413982,7.74E-05,0.001756684,470.3846154,0.654874843
52,2,2,9894,0.005255711,0.000202143,0.000202143,-2,3.783403818
1244,269,92,119367,0.010421641,0.000770732,0.002253554,13.52173913,5.682649446
27,2,10,22067,0.001223546,0.000453165,9.06E-05,-2,52.38961039
929,146,60,108588,0.008555273,0.000552547,0.001344532,-2,1.526143006
2145,88,7,63977,0.033527674,0.000109414,0.001375494,306.4285714,1.526223076
646,39,16,21700,0.029769585,0.000737327,0.001797235,-2,22.35417834
1518,27,5,59746,0.025407559,8.37E-05,0.000451913,303.6,4.954813569
3694,297,568,1294503,0.002853605,0.000438778,0.000229432,6.503521127,4.578429018
25138,4928,1624,648997,0.038733615,0.002502323,0.007593255,15.47906404,238.22
11465,1364,468,197373,0.058087986,0.002371145,0.006910773,24.49786325,53.04240964
6215,279,16,155423,0.039987647,0.000102945,0.001795101,388.4375,461.198682
66,5,14,35071,0.001881897,0.00039919,0.000142568,-2,639.9328467
61,0,4,31728,0.001922592,0.000126072,0,-2,534.409019
481,17,117,215059,0.002236596,0.000544037,7.90E-05,-2,418.0645161
236,16,56,119798,0.001969983,0.000467454,0.000133558,-2,418.0725806
5787,250,748,3519905,0.001644078,0.000212506,7.10E-05,7.736631016,292.755144
826,37,220,441845,0.001869434,0.000497912,8.37E-05,-2,144.1666667
699,38,145,327219,0.002136184,0.000443128,0.00011613,-2,7.952674897
5285,268,357,2760348,0.001914614,0.000129332,9.71E-05,14.80392157,2.047828998
1201,48,259,523867,0.002292567,0.0004944,9.16E-05,4.637065637,22.79380054
566,24,114,252874,0.002238269,0.000450817,9.49E-05,-2,91.28706199
575,40,50,152306,0.003775294,0.000328286,0.000262629,-2,27.0296496
2572,59,230,569880,0.004513231,0.000403594,0.000103531,11.1826087,19.45013477
3186,159,501,1619459,0.001967324,0.000309363,9.82E-05,6.359281437,26.07142857
63,2,6,22286,0.002826887,0.000269227,8.97E-05,-2,26.07142857
102,3,20,37160,0.002744887,0.000538213,8.07E-05,-2,26.07142857
949,61,244,550962,0.001722442,0.000442862,0.000110715,-2,26.07142857
1803,34,67,415961,0.004334541,0.000161073,8.17E-05,26.91044776,36.57427433
990,33,259,766922,0.001290874,0.000337714,4.30E-05,-2,32.14317155
176,8,8,81261,0.002165861,9.84E-05,9.84E-05,-2,22.28008803
2360,130,359,1730484,0.00136378,0.000207456,7.51E-05,6.573816156,68.30769231
1736,82,103,961842,0.00180487,0.000107086,8.53E-05,16.85436893,10.12179487
282,11,32,123276,0.00228755,0.00025958,8.92E-05,-2,61.94871795
362,9,68,262585,0.001378601,0.000258964,3.43E-05,-2,0.653846154
105,0,17,65268,0.001608752,0.000260465,0,-2,70.5
3269,126,571,1737358,0.001881593,0.00032866,7.25E-05,5.725043783,70.5
1612,72,156,646484,0.002493488,0.000241305,0.000111372,10.33333333,70.5
1077,41,96,287431,0.003746986,0.000333993,0.000142643,11.21875,70.5
129,6,7,27212,0.004740556,0.000257239,0.000220491,-2,70.5
106,1,4,36758,0.002883726,0.00010882,2.72E-05,-2,0.529623649
753,18,111,232115,0.003244082,0.000478211,7.75E-05,-2,0.32264315
3828,142,325,1174931,0.003258064,0.000276612,0.000120858,11.77846154,0.253012048
369,4,72,259733,0.00142069,0.000277208,1.54E-05,-2,30.88818117
1102,33,174,544389,0.002024288,0.000319624,6.06E-05,6.333333333,18.05555556
1067,71,10,19130,0.055776268,0.000522739,0.003711448,106.7,0.04145348
1838,51,235,724897,0.002535533,0.000324184,7.04E-05,7.821276596,32.44186047
21,1,5,6830,0.003074671,0.000732064,0.000146413,-2,92.51851852
230,9,41,192061,0.001197536,0.000213474,4.69E-05,-2,4.865336658
24,8,0,1206,0.019900498,0,0.006633499,-2,0.020448878
199,8,27,57785,0.0034438,0.000467249,0.000138444,-2,0.691770574
95,4,31,69817,0.0013607,0.000444018,5.73E-05,-2,0.068882578
1820,87,275,1475958,0.001233097,0.00018632,5.89E-05,6.618181818,1.132267486
428,24,117,582740,0.000734461,0.000200776,4.12E-05,-2,0.151479015
28,0,7,34032,0.000822755,0.000205689,0,-2,0.053258684
556,23,84,173810,0.003198895,0.000483286,0.000132328,-2,0.936099686
89,5,11,51281,0.001735536,0.000214504,9.75E-05,-2,0.395397722
701,25,97,478336,0.001465497,0.000202786,5.23E-05,-2,0.095835312
17,3,1,4380,0.003881279,0.000228311,0.000684932,-2,0.03644228
478,21,94,285700,0.001673084,0.000329016,7.35E-05,-2,0.00560665
15,1,3,4591,0.003267262,0.000653452,0.000217817,-2,1.769670051
11,0,0,4488,0.00245098,0,0,-2,7.678299492
1450,71,115,817630,0.001773418,0.00014065,8.68E-05,12.60869565,0.01799308
1827,80,83,489165,0.003734936,0.000169677,0.000163544,22.01204819,0.436242302
112,12,0,3066,0.03652968,0,0.003913894,-2,1.501996857
106,3,35,116704,0.000908281,0.000299904,2.57E-05,-2,0.270258432
385,7,8,52800,0.007291667,0.000151515,0.000132576,-2,0.794242182
2043,90,360,2045960,0.000998553,0.000175957,4.40E-05,5.675,0.546348544
68,1,18,32896,0.002067121,0.000547179,3.04E-05,-2,1.840380305
154,13,43,107126,0.00143756,0.000401396,0.000121352,-2,0.92274527
921,36,16,64893,0.014192594,0.00024656,0.000554759,-2,0.44209116
161,4,9,165844,0.000970792,5.43E-05,2.41E-05,-2,0.838988946
1138,23,69,315330,0.003608918,0.000218818,7.29E-05,16.49275362,0.112141747
36,0,13,25664,0.001402743,0.000506546,0,-2,0.119072771
125,4,30,57091,0.002189487,0.000525477,7.01E-05,-2,0.238068245
12,0,0,869,0.013808976,0,0,-2,0.369319695
130,3,9,35199,0.003693287,0.000255689,8.52E-05,-2,0.491475784
99,8,4,58814,0.001683273,6.80E-05,0.000136022,-2,0.337198217
155,3,32,87030,0.001780995,0.000367689,3.45E-05,-2,0.400350416
3843,196,1195,3083001,0.001246513,0.000387609,6.36E-05,3.215899582,0.88035179
2579,73,141,1058879,0.002435595,0.00013316,6.89E-05,18.29078014,0.456648888
155,19,38,3701,0.041880573,0.010267495,0.005133748,-2,0.411094793
69,14,5,70407,0.000980016,7.10E-05,0.000198844,-2,0.544416102
1591,151,138,464701,0.003423707,0.000296965,0.00032494,11.52898551,1.402196972
1133,43,59,782102,0.00144866,7.54E-05,5.50E-05,19.20338983,0.437255761
19,0,4,19475,0.00097561,0.000205392,0,-2,1.142485378
163,1,35,112025,0.001455032,0.00031243,8.93E-06,-2,0.592314894
1309,30,48,142484,0.009186996,0.00033688,0.00021055,27.27083333,0.25151804
338,27,65,275834,0.001225375,0.000235649,9.79E-05,-2,0.243779684
75,0,8,24960,0.003004808,0.000320513,0,-2,0.270327141
19,7,0,1060,0.017924528,0,0.006603774,-2,0.465185987
109,8,14,55868,0.001951027,0.000250591,0.000143195,-2,1.592383603
764,64,14,67413,0.011333126,0.000207675,0.000949372,-2,0.527324728
159,6,49,129694,0.001225963,0.000377812,4.63E-05,-2,12.50721016
1233,72,30,139697,0.008826245,0.00021475,0.000515401,41.1,0.290166877
7,1,0,979,0.007150153,0,0.00102145,-2,0.176977317
15,0,4,11167,0.001343243,0.000358198,0,-2,0.12899264
74,6,12,34654,0.002135396,0.00034628,0.00017314,-2,0.727860658
331,23,98,259913,0.001273503,0.000377049,8.85E-05,-2,0.139642541
2474,113,563,2088418,0.001184629,0.000269582,5.41E-05,4.394316163,2.462334562
217,16,27,179480,0.001209048,0.000150435,8.91E-05,-2,0.36652839
287,19,40,342082,0.00083898,0.000116931,5.55E-05,-2,0.300593474
27,1,2,18570,0.001453958,0.000107701,5.39E-05,-2,1.118093668
421,32,95,280088,0.001503099,0.000339179,0.00011425,-2,0.634012694
1112,81,56,548923,0.002025785,0.000102018,0.000147562,19.85714286,0.414178111
6,0,0,2755,0.002177858,0,0,-2,0.293439145
9,0,1,1789,0.005030743,0.000558971,0,-2,0.862307078
208,27,84,120729,0.001722867,0.000695773,0.000223641,-2,1.967663807
14,0,0,2793,0.005012531,0,0,-2,0.152087467
29,2,4,13139,0.002207169,0.000304437,0.000152219,-2,0.186373279
2391,31,232,431763,0.00553776,0.000537332,7.18E-05,10.30603448,5.21218175
360,5,59,246850,0.001458376,0.000239012,2.03E-05,-2,2.759866621
127,3,13,107873,0.00117731,0.000120512,2.78E-05,-2,44.24489796
351,14,101,370729,0.000946783,0.000272436,3.78E-05,-2,7.979591837
795,31,116,610564,0.001302075,0.000189988,5.08E-05,-2,2.607847929
97,4,21,53645,0.001808183,0.000391462,7.46E-05,-2,14.83354311
28,0,1,3185,0.008791209,0.000313972,0,-2,1.995323461
106,1,22,136089,0.000778902,0.000161659,7.35E-06,-2,8
217,13,44,143554,0.001511626,0.000306505,9.06E-05,-2,94.6
281,9,23,148452,0.001892868,0.000154932,6.06E-05,-2,32.4
316,9,61,279728,0.001129669,0.000218069,3.22E-05,-2,32.4
15,0,5,5884,0.002549286,0.000849762,0,-2,1.828947368
181,15,21,73813,0.002452143,0.000284503,0.000203216,-2,5.298684211
74,2,16,37041,0.001997786,0.000431954,5.40E-05,-2,16.47894737
92,3,21,489911,0.000187789,4.29E-05,6.12E-06,-2,1.216425446
23,1,5,15541,0.001479956,0.00032173,6.43E-05,-2,80.40740741
471,29,52,351007,0.001341854,0.000148145,8.26E-05,-2,80.40740741
105,8,5,1820,0.057692308,0.002747253,0.004395604,-2,1.19218241
553,27,139,366408,0.001509247,0.000379359,7.37E-05,-2,1.812005584
1200,65,96,422130,0.002842726,0.000227418,0.000153981,12.5,633.5818182
1573,54,134,483574,0.003252863,0.000277103,0.000111669,11.73880597,2.009448819
151,5,28,103190,0.00146332,0.000271344,4.85E-05,-2,1.11509716
