videoId,likes/view
6sqiUOd1Ocs,0.4482758620689655
o27NHE_oi_Q,0.35
7EJMzw0E2xA,0.34375
1tWol5-TMcs,0.30886987843313823
kphFJg2S-Oo,0.3076923076923077
1E82Rgf7hJc,0.29411764705882354
MFIDOb4CYts,0.2631578947368421
Gx2SpkgWvB0,0.24518118735543562
vR7-0IzWQHk,0.23828714263851744
9i5eB_ckhEc,0.23318029313084937
_8CVEFPHhkg,0.23107569721115537
smpfb6jjcK8,0.22580645161290322
tTP1xXp_FP4,0.22321428571428573
Lqv5429EuxQ,0.21889191643960038
27S_0nrGdrI,0.21599219892735252
dFFyQGdQKqY,0.21428571428571427
Og7iGR4t6yw,0.21413523037534601
tCpNxoK3bzg,0.21367521367521367
xi9b4GgMuqc,0.20690387679235264
DskgUN-4vK4,0.20220588235294118
47AHwaWYOYI,0.20040080160320642
