videoId,comments/views
rhbKLuevJqQ,0.0
hN3wxNhrF_k,0.0
AkPyKULwOEI,0.0
4dTQrRrwyWk,0.0
IDn5Dr4jFGw,0.0
rI_xK39SaQE,0.0
Bn5kl1mAqFo,0.0
8rlcLQ5kXfg,0.0
4QGngqooqX4,0.0
_iVbhergGGA,0.0
wJL8P0NVIUA,0.0
Zb14y6V93f4,0.0
lzy0KCpEDgE,0.0
okt7nqOYF5w,0.0
U3CM9PcVZUM,0.0
fUavAorDcZg,0.0
xwsJr3f5pks,0.0
I_kwsRdDhDY,0.0
i3hLusPU6lU,0.0
Qys7KPGxRdk,0.0
mCsYrpQ2w3M,0.0
xX3NOBiSie8,0.0
zF9qdiUG0Tc,0.0
UrqEhhp2jMw,0.0
mHCfwoJSP50,0.0
9yNi_YjeyDM,0.0
lzOP3MTjDOo,0.0
HBpwya-G-6E,0.0
6IQ_VifOe74,0.0
xCARO_p1698,0.0
cnKXg_cBczI,0.0
pXDe-lonyLI,0.0
k6hnefjjI5A,0.0
F6wtGH2RuKA,0.0
pI338_dytzE,0.0
pXoJ-jF8d50,0.0
ZofHBgo6Sc4,0.0
Y0gzpgopALE,0.0
e_NSmUvq2O0,0.0
IDc3Sfv8wMQ,0.0
uTkmUU7SsPw,0.0
0in6rfjJRA0,0.0
75lPmNnMQ-Q,0.0
Yjbbhxkxfng,0.0
d_GyTaQJtAw,0.0
mzRXu5Gc9y0,0.0
NXEk2RWTTuk,0.0
ZVLs6BiYNSM,0.0
t8qQKkAIKQg,0.0
xq-0jelnNVM,0.0
q7aaYDyC2YA,0.0
kJQP7kiw5Fk,0.0
XQJi_jPG8gE,0.0
vy2OM3e5tUE,0.0
ZpsLsmGo6II,0.0
1X_yQ8m0Q2o,0.0
nlQxDHfXhd0,0.0
tl_6qt72UTg,0.0
72UO0v5ESUo,0.0
rBPrIwwMYAw,0.0
yEM-3yMI6yc,0.0
w-6kttFzsqc,0.0
WBkeBvG4IpY,0.0
RVl1ZWxoe2w,0.0
Q4a9uwV4nmo,0.0
gR965hqGBd0,0.0
h8Wh18cYKvY,0.0
T--VFcUUPrg,0.0
_cDoRRsfay0,0.0
8zbpU1oGvto,0.0
e4WSs4WMGx0,0.0
Axn6swDxUDc,0.0
weKJWqw8-3g,0.0
oFEw5jLlTA8,0.0
UC7q7lR5kIs,0.0
cJXnrMSr7zg,0.0
mnvagBdO128,0.0
7YYyPAOcVVA,0.0
nZD3xQaXdYE,0.0
h6vj8Ryu0LI,0.0
AijV0lS7zyY,0.0
O1qVr_1thLo,0.0
oX0jcZQ16ew,0.0
5mA82CWRopw,0.0
uiZbuWPo-dA,0.0
R9yNWbetJVU,0.0
hKqf9ThWN7o,0.0
BBNR5VLYZUc,0.0
I_ZUZl3RYfU,0.0
2VNOvUkYCRU,0.0
8UHN_UwDo6s,0.0
MvDaL_D4fZQ,0.0
45xwXO2EJk8,0.0
eWCXdTLxf4Q,0.0
t9OKlHH6BwM,0.0
Nf6UCfL_xCc,0.0
W_8-WA_vBuQ,0.0
4bmUFRxNEIg,0.0
VJVJKwVmXok,0.0
-t9LjQdrMiM,0.0
8hRGBcr_gJc,0.0
6L-3pkA_js0,0.0
W13MxGLmhqI,0.0
u7p8o6lZGxw,0.0
-P8KeFV8HhA,0.0
-bwcoWcoji0,0.0
RwmtZJ0BQ7I,0.0
zTMLfXLqfZU,0.0
IfbB2IIZEpI,0.0
whwe0KD_rGw,0.0
5uqadN15Wjo,0.0
7M6KF0KSk5o,0.0
vp3jS-KegTI,0.0
vZ3F9HiPUII,0.0
yhN_wvraz-Y,0.0
ARoHfTBQer4,0.0
DskgUN-4vK4,0.0
rG6LSceQCLw,0.0
WTg1EvLMlv8,0.0
Z_83dLLERD4,0.0
7xt92SQhJ2Q,0.0
USHimdV3EzM,0.0
1GSRoLgLjuQ,0.0
jtatzJRPNZE,0.0
EsfSuL-VFBw,0.0
WEMbpF-KDDY,0.0
CuDdhvvv9d8,0.0
N972I0t4H5A,0.0
yyM9ZA33IJI,0.0
cSEFT41noiE,0.0
TVK6UNFjxSM,0.0
XUJSH8pJOuU,0.0
gASAtd67D84,0.0
bI3x6Orv1UI,0.0
TfAaW9ZOTIU,0.0
wjjoC391o-4,0.0
zlabsbE4aiQ,0.0
IX3z6tj9dxg,0.0
Ckw2lfuVTdM,0.0
V7MvgS9kWME,0.0
_amXH_bMhwU,0.0
c6Bnx3ktFjg,0.0
sneh9h2BrXU,0.0
XQqZ9lXbaK0,0.0
bUiRXoeUO9U,0.0
ZkE4lGNPjkc,0.0
0hIFLbujFMo,0.0
vRpLJS3929I,0.0
c3Ql7uW-XWM,0.0
8Kfjioi0aFA,0.0
4yNn9K40uf8,0.0
zBTEDnlaFpE,0.0
dgFgGrljh1I,0.0
nSJ74VjTZns,0.0
kY9L8rd-2eM,0.0
RB9gXLgxDXw,0.0
OY97SqzF6ak,0.0
x724C_mntSE,0.0
lvfigaZfHRY,0.0
wjSmV2ObcdI,0.0
Q-DmCZcYK6I,0.0
HMZecrhIT0A,0.0
3p_IUdFX-O4,0.0
QGB_QMx-1u8,0.0
wlgBXcYx1gI,0.0
wJVSt40tZCg,0.0
pbk_MoHS11Y,0.0
tw6yn04GXNA,0.0
QoPI12ukIV0,0.0
lnRnF42Y3pY,0.0
n30InDrprfo,0.0
8u-elAES20k,0.0
7wJj2hSaz6Q,0.0
iqjzwBnWZu4,0.0
R6XsCXaZyiU,0.0
jJ-_pFer_Ic,0.0
rhi3RaXGb_8,0.0
TSqoYlD9Zpw,0.0
QwyLUR7XYbY,0.0
SYuOec8wmgw,0.0
xKthNleMn4Q,0.0
X-qeFRNQXbo,0.0
MPhNFTdhG3E,0.0
72Dv4s5DyGg,0.0
FJlnBXsYhDo,0.0
Enwp_g0NzSM,0.0
gJX8_Htt6Vk,0.0
NMusNLY5yT0,0.0
_bmvtK4YHbk,0.0
vfjj0Iot7OE,0.0
ASAzwmORUJk,0.0
1h6oihZHGCE,0.0
qkxSAPxQ_Rc,0.0
vgmbHMcowx4,0.0
GoKzHLQLBiQ,0.0
k_4ag6z5G8o,0.0
JJkkhAxd_00,0.0
DYK7YOWioas,0.0
DvaqVWV87PM,0.0
lsXvF0C1_Kw,0.0
yV9N2_tB7EY,0.0
MiA-98ArQ40,0.0
H2C38DEu12A,0.0
wCI7PkMWO6A,0.0
CDQzXcSG64g,0.0
SrycAULrPs8,0.0
dmW1KBjiOyg,0.0
pmQMR57Fzyo,0.0
4gIe8acCLck,0.0
KvSAsT4Y2HY,0.0
K8vV_K3Kuv4,0.0
uQtgP7ve3p4,0.0
1SBzlEQyFgE,0.0
rTYULHMIAnA,0.0
HyFv04iLgRU,0.0
Wh_DXsjslCE,0.0
ciKJSaGkXDg,0.0
Knb_P5PcLHc,0.0
Mv9LJE0Q-LU,0.0
b9VNGae7N0A,0.0
sskFFLTZoQ0,0.0
2vRjGYDaWOM,0.0
4JqcUZM13O8,0.0
QuoO2de2Q0Q,0.0
0jXqujgf0GI,0.0
9_QOYXTvQsA,0.0
rdv6P8_w5e0,0.0
FVgF5FuA-Bw,0.0
w8mvBZX4fvo,0.0
HfHZqoovPHU,0.0
J5nAujZEKmU,0.0
VxV62IlQhQY,0.0
53xlke6q2jk,0.0
A57Awp0Lz48,0.0
TqiHJEzJygo,0.0
qfvaCTtijsM,0.0
baxOTnMn0IU,0.0
sk5DrHdTGto,0.0
XJTVA2ev6_o,0.0
7HjV5f_AVcs,0.0
a6BOiQLXVNc,0.0
9XtO9bptUtI,0.0
XwVhbUIHgbw,0.0
pH5yY68VWio,0.0
1dHOuroDoVs,0.0
17L_VaP-U_s,0.0
a_PRr8afM60,0.0
jX20836J9C0,0.0
v7f_VZPQg20,0.0
PhUi3UUUVv4,0.0
9bZkp7q19f0,0.0
mIQToVqDMb8,0.0
CH1XGdu-hzQ,0.0
LZCKHjcLjCk,0.0
rX372ZwXOEM,0.0
wcLNteez3c4,0.0
_zw4SMa_9P0,-1
9aDAbQCfUSQ,0.0
3MaQ2qgzmzM,0.0
L9-YSLkwTk8,0.0
QZmkU5Pg1sw,0.0
W6pOgARMJOE,0.0
wZYYwCYi6_I,0.0
E_Opz9hMvV0,0.0
mP1DPTY4Y7o,0.0
hWrWmU6VclA,0.0
wT1Xb2njBX4,0.0
kpZhZAr1cQU,0.0
1T6utlXm6dM,0.0
AsGb8ionxr8,-1
kvsgjlirljg,0.0
k_ZSiAL7JZc,0.0
4aqkBc14ZC8,0.0
VL0sD0Iyjzo,0.0
9HPiBJBCOq8,0.0
SrXAaWyDWOY,0.0
hdiLT7ebHlk,0.0
LOsNP2D2kSA,0.0
bjQKCLvtLN0,0.0
ASO_zypdnsQ,0.0
EHOOM9-VBh8,0.0
vzhJixCzOc4,0.0
85gLPeigWSo,0.0
_tR4pB2cxwg,0.0
ceVlltPBcHg,0.0
lKKfAuvnL_0,0.0
BafPAAOfkUI,0.0
84vyCo8vFHc,0.0
Rjq2_Mg3pSA,0.0
DoVWG247tT4,0.0
auPfOA037LA,0.0
s7QE62FDn08,0.0
KxW4T_S5_ns,0.0
tKwdDbdPego,0.0
2zPiQgUQt3E,0.0
_cG7ZVBXQII,0.0
bTPEcRrzhZ8,0.0
prvA-qUptp0,0.0
z3OswkrEQqo,0.0
FDuqwuxtpXc,0.0
KlwPtIMSWyA,0.0
NK6BCPoR40A,0.0
lDSsauHmu6g,0.0
_xnTXOILPJo,0.0
DhoNLILpuy0,0.0
_pd6IZTIktw,0.0
82YyRnz_8oU,0.0
yTCRwi71_ns,0.0
9juI1ecKxxQ,0.0
RBJGhinq3cs,0.0
gRbntEyaXiA,0.0
sOMZ3dcyHbs,0.0
uYFmxgzPP3Q,0.0
DJ1WU0x9pBw,0.0
OYxfxf3wTLM,-1
qG5gXRC9WZo,0.0
fvB4UiIIJFk,0.0
s2E4Pm828nM,0.0
QPqOWA2GyBc,0.0
C95HankVPpg,0.0
eBQz4AZrNuk,0.0
XZ3OLswKKAw,0.0
Ksf64kn_M4g,0.0
QtNlz8INsuI,0.0
CuVd9oK16V0,0.0
ShGW_4CMsOQ,0.0
JCrB9KbKeRE,-1
NeLnqJGhq_Q,0.0
MiVnd2ey8cE,0.0
IfH8p4DEUiQ,0.0
hWsBIQicYtE,0.0
4UQLy7jEhQQ,0.0
S-hsv9NahyI,0.0
bKh5IOv02eQ,0.0
bJqLlnQKO6I,0.0
b84Z3IRg3VA,0.0
UmplmxwE2WM,0.0
1FbbKVMVCPk,0.0
B4hv0-FPDxc,0.0
7iheCrwQQlI,0.0
M-DnGeFHzFg,0.0
SsmE9Ty2T_Y,0.0
mzZRWB5k2ig,0.0
Wt7pevIvCbQ,0.0
C-75UPP2uUQ,0.0
ji77UYMWLU4,0.0
_nLLECY6m_Q,0.0
aQSeSoDjEGA,0.0
DzivgKuhNl4,0.0
pmQnypOt0HY,0.0
Rh5g7KY0b9Y,0.0
smuQlc8AN9c,0.0
wNhaUN89TQ8,0.0
MmbvxyRjMc0,0.0
9dRK8T-ny94,0.0
9r6oN78FS-o,0.0
Lz1Cf0LKA2I,0.0
WtCyvBUhnK4,0.0
vV6JRy1iKq4,0.0
hUUw6HmWN0k,0.0
a5rxaI9d_YE,0.0
-YkhxmNFbeU,0.0
dXdkbL6sRic,0.0
CayMeza487M,0.0
HNG4NB1ccVE,0.0
EQygJanGiL8,0.0
GOFkFHKVzyg,0.0
lJtHNEDnrnY,0.0
9Uh8i9joqVE,0.0
bSuWLVMvbJM,0.0
8SZlAcSGL8Y,0.0
-Wdz29ixSos,0.0
xnen1RzgzFc,0.0
jtGKfCzU9gg,0.0
wkW2klTojPU,0.0
dMlG9REYnME,0.0
h0pVEoQ9sqw,0.0
C_0qCrZW4kY,0.0
8bM9d82CkuE,0.0
CQxdzSD_2gc,0.0
G-eCB6R5tCM,0.0
LPMG-Qvl-7E,0.0
f6ZSZbNfSpk,0.0
qKFiPAZ5Khw,0.0
LRN-IrejBTw,0.0
v9J8U4YcosE,0.0
5TyPemAJCQI,0.0
anV3VcMB284,0.0
opqZAXJ4t0o,0.0
o5D23snn5so,0.0
J-zBKlvJqJk,0.0
zjVOKsjsEmo,0.0
VFqLy27OSd4,0.0
uYNkip68dig,0.0
GFqlwAWuMTg,0.0
on5E-Fw86Yk,0.0
VwwMzuiSEH0,0.0
4ubOaIhlRX0,0.0
Xwh8kWuire8,0.0
x5VOvhqUEbk,0.0
mDpgzn7KuzE,0.0
rfoatg2_5LY,0.0
iCkYw3cRwLo,0.0
bTy9gC8BAmQ,0.0
zlTfOJU2nfQ,0.0
5vbrMXQvHeQ,0.0
HDJXgiUe_EM,0.0
Z9s57UBMWdk,0.0
2Sar5WT76kE,0.0
tWbKmS69PBM,0.0
Qr7DIinx3Zw,0.0
g2zb6_B0xZk,0.0
kJvcwFVfqUc,0.0
I0qNWsek4VU,0.0
YhHKstK-iPU,0.0
UKn_7fyB5fw,0.0
-wPrsTJtzzo,0.0
OIzQkjbVKGg,0.0
2uiQoddAEcM,0.0
ioQiTzJNjRo,0.0
Ok2ae0paH08,0.0
Btt5G28Oc40,0.0
9wkwL-TKyqA,0.0
rPRDgKq_akU,0.0
DUiZgNHBI08,0.0
6W1Nmm6rjho,0.0
pkLE3cCwRhk,0.0
qTl1asCDOgs,0.0
zlsxOS_YDTs,0.0
Rafzam--jpA,0.0
qnuwxhXnlTI,0.0
qLH6PidZ-7I,0.0
-QnwXtDrwZs,0.0
Q01uwoCKBV0,0.0
lx81GHW2gBM,0.0
4QBDW5aqcAk,0.0
xsF5CchOnhc,0.0
Czqtjk_iGFU,0.0
uSCkiuONdeY,0.0
LX153eYcVrY,0.0
KCnYtKbYusI,0.0
lbD2C8uupls,0.0
wLcC7PS9CJI,0.0
FrG4TEcSuRg,0.0
QwN-Me8Ec9c,0.0
ZCKShGLyeK0,0.0
YZ7ASpL_Rkk,0.0
RO2AO1zl-ng,0.0
1H40wUz-Fd8,0.0
vVVk7jdg6_M,0.0
wgTOQBjFsrk,0.0
xAPfG-6URWk,0.0
e00vtZg12vQ,0.0
ejllQZ2RsN8,0.0
Jxl1ghrizQc,0.0
gi26kaX_dDg,0.0
7-MXn-uG2Us,0.0
xcXjLb5uPSE,0.0
RyGWqyRbMFo,0.0
_hrafm7pnKY,0.0
5-QvCi6FCOI,0.0
KlSjGmKpZHg,0.0
QTD3BctP7a8,0.0
GM2TvYPnKQU,0.0
TSoz337mRJ0,0.0
nfWmaGpz5Co,0.0
wAzGlZ6M-WI,0.0
VBqlfeTP708,0.0
zt0lagK-huE,0.0
Cs5sW-HTbsw,0.0
VwD3o_AWcas,0.0
XYr5as83OZg,0.0
4xWkwT4uTd8,0.0
Arhkaf-uJeU,0.0
K4iXOyuaq4U,0.0
mAEaHbj0PI8,0.0
OXdzKMKxDA0,0.0
bmYK8liW2AM,0.0
lbehZm72uAI,0.0
hMeDKhZiuKA,0.0
QN84Z04r4RM,0.0
_3uDTjY7tkU,0.0
LKqMOFb2tI0,0.0
ET9HeSFYlEs,0.0
O9WqeOnGsjE,0.0
cn8_jW1fpmg,0.0
Ugp1rr0nN8c,0.0
7T4R1gHN-Zc,0.0
Bnhqy-VJhK4,0.0
4YdajPSPOFM,0.0
QhHx5rXJrQ8,0.0
oXw1Xu-OWuU,0.0
7AVp86bwAa0,0.0
6EJmHNOYH3M,0.0
OHDPCY4zHXQ,0.0
ctQomv1AeGY,0.0
7-HS8FPqQY0,0.0
uR4AI0a8AjM,0.0
bLXMviy6q-I,0.0
Er3gfSa8dh4,0.0
4z7jf90jK5w,0.0
iw7cbBILOQw,0.0
S90VpRfmN0o,0.0
-9FalMZarJ8,0.0
bSSDMUZ_hJE,0.0
A1bJfeGRF_0,0.0
kw6Q9bWeLR4,0.0
3112_E08Eb4,0.0
vHHlAWckfxY,0.0
yiuERCgfqnw,0.0
NoTR78wxIIk,0.0
0ADDCZYB5Jo,0.0
E8ujTHpxwr4,0.0
CfuggmwpSGQ,0.0
ktbkRqARFzs,0.0
IVb_qyQk7y0,0.0
K1TQYC6yJM0,0.0
FGd9VcEoxJs,0.0
3MbX4gPL5VY,0.0
sxdywTQoXog,0.0
oVHvNxKcFmU,0.0
GqM2mNPTMJk,0.0
X66OLIbK-6c,0.0
XMsS1h7Hf50,0.0
IMg8RBvZCA0,0.0
lgUVAjdr3YU,0.0
pqF3yuLwmIU,-1
3zB4qMKxU3c,0.0
EpZZn-uV8_M,0.0
4EVNkoCCk6M,0.0
1ZD6lHSUA9k,0.0
O3dIrP3HGjo,0.0
hjye78nSAtg,0.0
CKd16zrW7f8,0.0
vExhhqdTYcc,0.0
Ac45F0KGhXo,0.0
ExheGINB-Ls,0.0
sutEECTy7nM,0.0
kZujd2jZKfc,0.0
pWuTBUhIL4E,0.0
4Jz4vqC60v8,-1
F-T6zsP3fzw,0.0
