videoId,channelId
6nqM_n5onjI,UCZA0fapXOQaVWqvAaIxsFzA
BOcQr1JXcUM,UClrq4LnpI-ogaJjkClP1OPg
rxlovaLZsk4,UCCy_q-N7F2FOIZ6ZggHIAKg
oSBwTdFTRrs,UCL8waPKoMyQMR2AbvKJTfwQ
bHBjeOS9my4,UCgdSNWjdqg-bE5i9YDD4GLw
DvgWUZ4BLrM,UCCNfaRhDzSezq7BJ9J40laQ
zN-a4nU3DS4,UC1XVuehNnLnvJpag9zo_v6A
eHyzwqfdPQU,UCQRDxg4YdMjFeaL1tkYj27w
43RqXbW4o_c,UCmv1CLT6ZcFdTJMHxaR9XeA
ICUzrkSxnTs,UCAtNXfBDfMdCrvoV8DIlCUA
2-34PwQ0T94,UC1XVuehNnLnvJpag9zo_v6A
9UUCRrHJ5A8,UCmv1CLT6ZcFdTJMHxaR9XeA
NMTNniwkZOM,UCu5Nt1R4ztgdtDnEcDwpVXA
0l3dsHCScxU,UCTFuNYrqAcsmSjgqYMvxOqw
hDhsyNVv1_c,UCwQxi5rVC9mF_q7GLsV8Njw
-K9DgRsXw7E,UClrq4LnpI-ogaJjkClP1OPg
cF3ysrL9dqo,UCIE6_c6qPrHzuVRssQ5B0lQ
UYB0v2dbqVQ,UC79Z8PQjxZV6R2NXatu_GcA
DDS7ga3fJv8,UCR-QYzXrZF8yFarK8wZbHog
GRyJu5gUIyY,UCZA0fapXOQaVWqvAaIxsFzA
vSgRkz7n9p0,UC1XVuehNnLnvJpag9zo_v6A
RTsCC0hwL5g,UCmv1CLT6ZcFdTJMHxaR9XeA
KJQz96R76n0,UCZQjUMuEkLpJjyhjeAf5l_w
JuS4Js3JFs4,UCWgJa8Le51DpjjnTbuib9Rg
c0q_yVdSWN8,UC1XVuehNnLnvJpag9zo_v6A
UAwOiWWBNEI,UCmv1CLT6ZcFdTJMHxaR9XeA
EDhrpg8WB18,UCAtNXfBDfMdCrvoV8DIlCUA
M2fo8-wK-Eg,UCWgJa8Le51DpjjnTbuib9Rg
bQeVEPjeVOo,UCmv1CLT6ZcFdTJMHxaR9XeA
Fb1L-bjVjag,UCHi0RFwjtkffudKnYBNSDaA
HFTu5OFgcqk,UCmv1CLT6ZcFdTJMHxaR9XeA
PI7RCNHnPms,UCmv1CLT6ZcFdTJMHxaR9XeA
B8TF3gwuxiI,UCoookXUzPciGrEZEXmh4Jjg
WvHlC4oI1QE,UCZA0fapXOQaVWqvAaIxsFzA
eVQKB0BgxFg,UCo_WdRp46MOCYZCDijlCDlA
749fbPBJ7dY,UCmv1CLT6ZcFdTJMHxaR9XeA
ddG3ADD9s1c,UCmv1CLT6ZcFdTJMHxaR9XeA
FN2jB5Sy-SE,UCw8ZhLPdQ0u_Y-TLKd61hGA
UzrTCEhLtr8,UC1XVuehNnLnvJpag9zo_v6A
zbYGU6cdsYU,UCZA0fapXOQaVWqvAaIxsFzA
IWS9D8Z0mpc,UC844CP8p-pdi4xYFD3gBFyg
jOAQrAWYyFM,UC1XVuehNnLnvJpag9zo_v6A
Q9HRWoiapio,UCTRhmLjNttbd8WDxJL0erwA
k5wqHrUD4Xg,UCmv1CLT6ZcFdTJMHxaR9XeA
IBeAtc3xyv4,UCqMbzGSuRldeirRhAlmbBtg
HcJsz0D9ZJ0,UClrq4LnpI-ogaJjkClP1OPg
furPhaTJWCg,UCmv1CLT6ZcFdTJMHxaR9XeA
h2GMWKWkqGg,UC1pOyJB73LVOghBvRax6jdw
fXHvKzTd3uc,UCmv1CLT6ZcFdTJMHxaR9XeA
JhrhsZdlmoU,UC9jbx97WHiM7aPA_A3Sl6hQ
iy_HN72ldfc,UCW2SdyD7aSXtVihfEWYdPUQ
H3zuyjTtlhI,UCPNU62LcS5LViidPaxhi1iQ
N4mEzFDjqtA,UCwRXb5dUK4cvsHbx-rGzSgw
N0lxfilGfak,UCkw4JCwteGrDHIsyIIKo4tQ
TV9tSHFAFjg,UC1l4oZc7HtnqNtvO-fgystA
Vxw1b8f_yts,UCs3KiJ5jT_3JiVaBDE9Bfqw
ZDa-Z5JzLYM,UCCezIgC97PvUuR4_gbFUs5g
cpPG0bKHYKc,UCYhY9_D6JLUn7PY59AVDvFA
BTzav965P7w,UCs6nmQViDpUw0nuIx9c_WvA
Huz6bS0uLm4,UCh9nVJoWXmFb7sLApWGcLPQ
6r1DFGpBzrc,UCYhY9_D6JLUn7PY59AVDvFA
wp15jyylSEQ,UCqrILQNl5Ed9Dz6CGMyvMTQ
IZj8hLrkABs,UCfV36TX5AejfAGIbtwTc7Zw
R6wQmWMDiB4,UCqR4a4lUDbDkAFQnhw4pfXQ
rioXu6EBN0s,UCfV36TX5AejfAGIbtwTc7Zw
oAz5eIpgTpg,UCqrILQNl5Ed9Dz6CGMyvMTQ
k69kBXVTYjw,UC4o8Fdpv3g_AjgShAeivqpA
J-mvqlkHOHY,UCFtw9CfTfMKU9aHZsT2teYg
VTykmP-a2KY,UCLXRGxAzeaLDGaOphqapzmg
41qgdwd3zAg,UCs6nmQViDpUw0nuIx9c_WvA
OtJEj7N9T6k,UCLXRGxAzeaLDGaOphqapzmg
bkpLhQd6YQM,UCCezIgC97PvUuR4_gbFUs5g
2dmBp5RydwE,UCqrILQNl5Ed9Dz6CGMyvMTQ
nmoJf-Ei4TA,UCLXlzAu0NhM5pnXLQdGnHJQ
CjmzDHMHxwU,UCLXRGxAzeaLDGaOphqapzmg
tJxcKyFMTGo,UCCezIgC97PvUuR4_gbFUs5g
5XU-mAZVv4w,UCfzlCWGWYyIQ0aLC5w48gBQ
OPp6V-UTB2Q,UCeSlQgIAgY9dUdBdDWdZbSA
rkx5_MRAV3A,UCQ7dFBzZGlBvtU2hCecsBBg
HHgvz14qf28,UCkw4JCwteGrDHIsyIIKo4tQ
o8XxAWZwnOg,UC3qMHSSmpzARiAJ-g9aPiYg
VYXdpjCZojA,UCLXRGxAzeaLDGaOphqapzmg
EVzyD3DnFHY,UCfV36TX5AejfAGIbtwTc7Zw
daefaLgNkw0,UCCezIgC97PvUuR4_gbFUs5g
9Os0o3wzS_I,UCCezIgC97PvUuR4_gbFUs5g
Xe1tnfl4jDY,UCJbPGzawDH1njbqV-D5HqKw
WdGyfCceCvM,UC5AUcD4bYDAGNaK_K1-o1QA
7rjJrQy9gi4,UCfzlCWGWYyIQ0aLC5w48gBQ
ZrxcqbFYjiw,UCLXRGxAzeaLDGaOphqapzmg
_C7Uj7O5o_Q,UCLXRGxAzeaLDGaOphqapzmg
GTpl5yq3bvk,UCs6nmQViDpUw0nuIx9c_WvA
FyGwA0UJ7sE,UCvRQbUMTG1S6qOgx6mlKVCQ
2yXfUPwlZTw,UC29ju8bIPH5as8OGnQzwJyA
GbfXj0iQQH0,UCWIJXDfj7QNvnxb0g6k8-xQ
aRYAoy3yvgw,UCuLcs5AebK5FpzXVOxVprBg
dw3jaIj1ylw,UCs6nmQViDpUw0nuIx9c_WvA
W8KRzm-HUcc,UCCezIgC97PvUuR4_gbFUs5g
sYmuX421wfs,UCeSlQgIAgY9dUdBdDWdZbSA
FNQxxpM1yOs,UCfzlCWGWYyIQ0aLC5w48gBQ
fpwhs7998Oc,UC8HPXP5ACmknvcgjyBe8JLg
NcrEClpu8b8,UC3IcEolPgWzJzKl38XMP99w
9Xt2e9x4xwQ,UCFW_fvwCoF44MGWk74U_rFg
nefopNkZmB4,UCJbPGzawDH1njbqV-D5HqKw
CqvZ3vGoGs0,UCCezIgC97PvUuR4_gbFUs5g
1yUn-ydsgKk,UCJbPGzawDH1njbqV-D5HqKw
Lbs7vmx3YwU,UCs6nmQViDpUw0nuIx9c_WvA
95w4sx_zoB8,UCfYfK0tzHZTpNFrc_NDKfTA
bk22K1m0890,UCJbPGzawDH1njbqV-D5HqKw
OGxgnH8y2NM,UCfzlCWGWYyIQ0aLC5w48gBQ
hFhiV5X5QM4,UCYhY9_D6JLUn7PY59AVDvFA
blFbmXYl_iA,UCLGY6_j7kZfA1dmmjR1J_7w
BBPoInSOiOY,UCh9nVJoWXmFb7sLApWGcLPQ
9Wbfk16jEOk,UCY2SqwSbFC-vZZFGuoiBruA
C6VCPX09rQE,UCD8yeTczadqdARzQUp29PJw
VZMiDEUL0II,UCea5cMUa9xNU0kUtbRcTkqA
k9TUPpGqYTo,UCCezIgC97PvUuR4_gbFUs5g
NRgfgtzIhBQ,UCfzlCWGWYyIQ0aLC5w48gBQ
cb1FTIoVwu8,UCJbPGzawDH1njbqV-D5HqKw
pPHmtAGG3mc,UCkw4JCwteGrDHIsyIIKo4tQ
1N0rxIhM0mA,UCTp1ubE_eIIBAljOAEK_9yQ
mMO-spo20jU,UCFfuK45zBZxhq0m1bxYP-Zw
BJ3E-kK6iHg,UC0d52U86W2i61dL3xwrdVuw
0zHfustcPeU,UCZUyPT9DkJWmS_DzdOi7RIA
ikuyDZNsbNk,UCLGY6_j7kZfA1dmmjR1J_7w
pnAbBKoal-s,UC9FUBkdfRixCoQzwyUvFUUg
fPkIFa9uZ9A,UC79Gv3mYp6zKiSwYemEik9A
y1Qq7BrV6Cc,UChqrDOwARrxdJF-ykAptc7w
ef4HnMGHWX0,UC0RhatS1pyxInC00YKjjBqQ
_s2IfFSDnA8,UCea5cMUa9xNU0kUtbRcTkqA
ic3__PoSq-4,UCvfluOiZ_eyBfzDXNft_7Eg
UsCQXe1OHZk,UCfzlCWGWYyIQ0aLC5w48gBQ
-nJvt_7l-sk,UCs6nmQViDpUw0nuIx9c_WvA
M0EkpHlzgig,UCUFbBYzSUafxMpUbTmroGhg
pP91kLR5cnE,UCh9nVJoWXmFb7sLApWGcLPQ
tKTZoB2Vjuk,UC_x5XG1OV2P6uZZ5FSM9Ttw
v6nD8f-J_XU,UCMkRMDJ398W1JvBxxlJ9dpw
xqDonHEYPgA,UCyjgpEJIJbT7w7vFQ2fc4XA
-ARI4Cz-awo,UCCezIgC97PvUuR4_gbFUs5g
q5uM4VKywbA,UCCezIgC97PvUuR4_gbFUs5g
YYXdXT2l-Gg,UCCezIgC97PvUuR4_gbFUs5g
x18V8SyNiXo,UCkhDrHBEB8ZDS8oOyeWO0sw
D48iCw3WWpI,UCPme28sMOcWS50CgtTWUZIw
Ow3CcOGNIss,UCYhY9_D6JLUn7PY59AVDvFA
mrhccLHtyN4,UCh9nVJoWXmFb7sLApWGcLPQ
KHPoVpL7zHg,UChqrDOwARrxdJF-ykAptc7w
HBxCHonP6Ro,UCJbPGzawDH1njbqV-D5HqKw
icE6PR19C0Y,UCfzlCWGWYyIQ0aLC5w48gBQ
XQgXKtPSzUI,UCzL_0nIe8B4-7ShhVPfJkgw
6wlzeDaIGtw,UCfzlCWGWYyIQ0aLC5w48gBQ
LJTaPaFGmM4,UCea5cMUa9xNU0kUtbRcTkqA
lsflaKpeB7Q,UCyjgpEJIJbT7w7vFQ2fc4XA
Uh2ebFW8OYM,UCCezIgC97PvUuR4_gbFUs5g
NIWwJbo-9_8,UCCezIgC97PvUuR4_gbFUs5g
XiVVYfgDolU,UCea5cMUa9xNU0kUtbRcTkqA
pd-0G0MigUA,UCCezIgC97PvUuR4_gbFUs5g
PX_xd2YjrsU,UC6pklxcRwQdp15MCvAu62mA
_IySULAqE_k,UCJbPGzawDH1njbqV-D5HqKw
RpseX2ylEuw,UCfzlCWGWYyIQ0aLC5w48gBQ
fTDSm0XQS1M,UCs5J4GVRB8s2P4hE-O0izrg
1F_OgqRuSdI,UCRjTEkDLPREZNlREZMlotMQ
F2lbS-F0eTQ,UCJbPGzawDH1njbqV-D5HqKw
rnatu3xxVQE,UCea5cMUa9xNU0kUtbRcTkqA
cJtdb-vPxBo,UCfzlCWGWYyIQ0aLC5w48gBQ
QSTo9F8E6GE,UCJbPGzawDH1njbqV-D5HqKw
SFas42HBtMg,UC3IcEolPgWzJzKl38XMP99w
zN8rwVXwRUE,UCkw4JCwteGrDHIsyIIKo4tQ
xtXexPSfcZg,UCfzlCWGWYyIQ0aLC5w48gBQ
oM-yAjUGO-E,UCkw4JCwteGrDHIsyIIKo4tQ
Iqjy9UqKKuo,UCfzlCWGWYyIQ0aLC5w48gBQ
hnxIRVZ0EyU,UCJbPGzawDH1njbqV-D5HqKw
aIPqt-OdmS0,UCfzlCWGWYyIQ0aLC5w48gBQ
bij66_Jtoqs,UCh9nVJoWXmFb7sLApWGcLPQ
RjNnCMwaw4E,UCp_y-6XZnURs0WR8-7yJZMw
XjNm9bazxn8,UCJbPGzawDH1njbqV-D5HqKw
up5Xehmtn2E,UCJbPGzawDH1njbqV-D5HqKw
pofWfJc3Zog,UCcNjkzCmUTxyJO38woidc8Q
buoxxRamj1Y,UCWh6V8KxZO0sn2t_yO8IzDA
pLHejmLB16o,UCJbPGzawDH1njbqV-D5HqKw
pVjHVfzYKn0,UCJbPGzawDH1njbqV-D5HqKw
lJUZc3OhU7A,UCh9nVJoWXmFb7sLApWGcLPQ
sugvnHA7ElY,UCCezIgC97PvUuR4_gbFUs5g
PGAtCGqt06U,UCJbPGzawDH1njbqV-D5HqKw
FPfzGFYuOLU,UCAwfm2HeitQP5G4s0AIB-ng
oROcVrgz91Y,UCJbPGzawDH1njbqV-D5HqKw
Q3T1yyGQd6o,UCJbPGzawDH1njbqV-D5HqKw
EvbA3qVMGaw,UCea5cMUa9xNU0kUtbRcTkqA
iD6a0G8MnjA,UCJbPGzawDH1njbqV-D5HqKw
PzkHU5GM8_E,UCHALE0WtcSB1E0dt7IaGqWA
BiRXCLKLxrc,UCkw4JCwteGrDHIsyIIKo4tQ
MAMu8wawNo8,UCfzlCWGWYyIQ0aLC5w48gBQ
8JfDAm9y_7s,UCkw4JCwteGrDHIsyIIKo4tQ
QVdf0LgmICw,UCCezIgC97PvUuR4_gbFUs5g
YtX-Rmoea0M,UCs6nmQViDpUw0nuIx9c_WvA
-lfWzPxOJQ8,UCJbPGzawDH1njbqV-D5HqKw
nYDKH9fvlBY,UCh9nVJoWXmFb7sLApWGcLPQ
PD5amyL6e9s,UC_CbhFtStSPd7pYpnQ1FHfA
3xAO4K7FC6E,UC4VfjvgWBVMH1S3Aij-XvRg
sKY9kOB7B5Q,UCea5cMUa9xNU0kUtbRcTkqA
CrUGPd2sDYQ,UCpb3LXNJhINtHeA6F-HvpLA
ap4mfGvgDsM,UC79Gv3mYp6zKiSwYemEik9A
i7WOZwuU7XI,UCbhm6TbMBTWn_GxrIbPFapA
dV9K6QMrIn4,UCs6nmQViDpUw0nuIx9c_WvA
qUncPnnVkU0,UCJbPGzawDH1njbqV-D5HqKw
kZu5woA0fHg,UC7uHiilTRCoPg5wjDSb3F1g
8lR9JU-7bZA,UCZUyPT9DkJWmS_DzdOi7RIA
j3RH7vi7j7M,UCYp0pkt3pqWwCqsTHhyO3gQ
ajrtAuDg3yw,UCCezIgC97PvUuR4_gbFUs5g
FsAPt_9Bf3U,UCCezIgC97PvUuR4_gbFUs5g
efpFDaXOG6Y,UCvfluOiZ_eyBfzDXNft_7Eg
M1IVwFAH9Wo,UCr-L1s1pBkA5TsaWZsCplOA
pw8LdDwMOnw,UC79Gv3mYp6zKiSwYemEik9A
ZVGwqnjOKjk,UCJbPGzawDH1njbqV-D5HqKw
SiOBAhUiNCc,UCJbPGzawDH1njbqV-D5HqKw
mnYRRhKotbQ,UCfzlCWGWYyIQ0aLC5w48gBQ
RmwKA6bhLMI,UC6pklxcRwQdp15MCvAu62mA
_H9uPRJWMNk,UCJbPGzawDH1njbqV-D5HqKw
rq8cL2XMM5M,UCCezIgC97PvUuR4_gbFUs5g
lN5jesocJjk,UCfzlCWGWYyIQ0aLC5w48gBQ
w26x-z-BdWQ,UCQ7dFBzZGlBvtU2hCecsBBg
chk2rRjSn5o,UCfzlCWGWYyIQ0aLC5w48gBQ
0hN6vSSHT0I,UCfzlCWGWYyIQ0aLC5w48gBQ
niqi4_eZv6o,UCgWcYffyAnbry4cHAI0iOxw
U2ZN104hIcc,UCCezIgC97PvUuR4_gbFUs5g
sKxVzoOpvsY,UCZUyPT9DkJWmS_DzdOi7RIA
fDoYwL90WUg,UCs6nmQViDpUw0nuIx9c_WvA
uzBRycRYsqw,UCqrILQNl5Ed9Dz6CGMyvMTQ
9uO8xevFuiE,UCqrILQNl5Ed9Dz6CGMyvMTQ
TkBLZk_hV5Y,UCs6nmQViDpUw0nuIx9c_WvA
sVNJOiTBi_8,UCJbPGzawDH1njbqV-D5HqKw
uR50xQX27-g,UCJbPGzawDH1njbqV-D5HqKw
POL7n754JTc,UCh9nVJoWXmFb7sLApWGcLPQ
667ZeuZ0Q8M,UCJbPGzawDH1njbqV-D5HqKw
MyLYjxT_kyg,UC6pklxcRwQdp15MCvAu62mA
RSl87lqOXDE,UCCezIgC97PvUuR4_gbFUs5g
2BrpKpWwT2A,UCfzlCWGWYyIQ0aLC5w48gBQ
lSrrhP2vFS8,UCea5cMUa9xNU0kUtbRcTkqA
Kf0q4Tf5M3c,UCh9nVJoWXmFb7sLApWGcLPQ
YP4hrRFkQzI,UCbhm6TbMBTWn_GxrIbPFapA
T9k7rdY625M,UCpb3LXNJhINtHeA6F-HvpLA
x57d_PaskKo,UCJbPGzawDH1njbqV-D5HqKw
gNVlxvSEFO4,UCJbPGzawDH1njbqV-D5HqKw
jIS8ugBTNhA,UCDsrqFsuU7qnHkLWR-BrLTQ
wAwQ-noyB98,UCfzlCWGWYyIQ0aLC5w48gBQ
jxmzY9soFXg,UCCezIgC97PvUuR4_gbFUs5g
yCA5Wzdkfag,UCwRXb5dUK4cvsHbx-rGzSgw
D3JvDWO-BY4,UCCezIgC97PvUuR4_gbFUs5g
v1Dt05jkV2A,UCZUyPT9DkJWmS_DzdOi7RIA
rGFnbrwlLVA,UCMkRMDJ398W1JvBxxlJ9dpw
Lu5LrKh1Zno,UCh9nVJoWXmFb7sLApWGcLPQ
KEnDTjBMLhU,UCvfluOiZ_eyBfzDXNft_7Eg
ujOTNg17LjI,UCfzlCWGWYyIQ0aLC5w48gBQ
LBJWWjDc7wM,UCJbPGzawDH1njbqV-D5HqKw
e-ORhEE9VVg,UCANLZYMidaCbLQFWXBC95Jg
VuNIsY6JdUw,UCANLZYMidaCbLQFWXBC95Jg
yxHcvTLepeU,UCDlkrCpxEOO1qLwCs_Br_Wg
EWFqUBX6D3s,UCCh7U3drvcpmgku2lxrPKhw
nfWlot6h_JM,UCANLZYMidaCbLQFWXBC95Jg
QcIy9NiNbmo,UCANLZYMidaCbLQFWXBC95Jg
d7vB_cwVQ8s,UC-SJ6nODDmufqBzPBwCvYvQ
7nfyPw82t8U,UClkRzsdvg7_RKVhwDwiDZOA
HDXhaY9Vxgo,UCm3Y5mfuO7pf3SXQILf3Obg
7F37r50VUTQ,UCANLZYMidaCbLQFWXBC95Jg
0IRlfkaKVkM,UCjDsbbzHgTrGc4Ff26TJtsA
8xg3vE8Ie_E,UCANLZYMidaCbLQFWXBC95Jg
hGetm3cYyUA,UCGbQJy-531_5vfphay-rChQ
1jvHiKFm5Ow,UCiKGMZZmZXK-RpbKJGXgH3Q
wwtN2DE54mc,UC7QoBWa_qo29Heg4LYYsm-g
IdneKLhsWOQ,UCANLZYMidaCbLQFWXBC95Jg
MgiSpphgKf0,UC-SJ6nODDmufqBzPBwCvYvQ
Qer-32dWL5Q,UCBi2mrWuNuyYy4gbM6fU18Q
-CmadmM5cOk,UCANLZYMidaCbLQFWXBC95Jg
74RtAHh3z7M,UCJg9wBPyKMNA5sRDnvzmkdg
WA4iX5D9Z64,UCANLZYMidaCbLQFWXBC95Jg
AgFeZr5ptV8,UCANLZYMidaCbLQFWXBC95Jg
96t0zXdvOKE,UCjZpKJHg5E3e5VlAoixDoOg
0YPdsdVvR1g,UC9k-yiEpRHMNVOnOi_aQK8w
tBS-hzHHDFg,UCQjh-JVPNWfY-KsZS3RgRHw
vNoKguSdy4Y,UCANLZYMidaCbLQFWXBC95Jg
21N7IBWYlgY,UCH1oRy1dINbMVp3UFWrKP0w
lMJh3aAziZM,UCPtMJG0CF2-Hv-srFJndURg
wwIwgAhKFfA,UCTln5ss6h6L_xNfMeujfPbg
_mlHaKT_JyY,UCjDsbbzHgTrGc4Ff26TJtsA
lKheOgUetkg,UCKaT1cb01gDi8a-vO15lPeg
wyK7YuwUWsU,UCANLZYMidaCbLQFWXBC95Jg
C_JFW6Lx8ZY,UCQjh-JVPNWfY-KsZS3RgRHw
cMPEd8m79Hw,UCANLZYMidaCbLQFWXBC95Jg
3dwsGYMBpTE,UCpFHkjOa7ia6bH5_6cDsDXg
wMTFMMRbCI0,UCdtXPiqI2cLorKaPrfpKc4g
1pNCoJnfZZY,UC9k-yiEpRHMNVOnOi_aQK8w
eLSpO6EZOb0,UClFSU9_bUb4Rc6OYfTt5SPw
ZgBSlUEqXpw,UCGbQJy-531_5vfphay-rChQ
KA9kzQ1zvOs,UCK7IIV6Q2junGSdYK3BmZMg
XnbCSboujF4,UCRXiA3h1no_PFkb1JCP0yMA
OO4mDjAUTO0,UCBi2mrWuNuyYy4gbM6fU18Q
mTIWKPjvyx8,UCdtXPiqI2cLorKaPrfpKc4g
Ljdwm8wHwBU,UCKY5PiEq8Tl9r7f3qittXng
ymIV_zdRFM4,UCNV7wGDZdzbiwYFRnoS4Ygg
-L03Jq_JxfU,UC-2MJlKSq9_pYk5-bdvMhnw
5eXiA_NuVA0,UCGbQJy-531_5vfphay-rChQ
MFi3guAYvLk,UC9k-yiEpRHMNVOnOi_aQK8w
5p9nko8tfEc,UCm3Y5mfuO7pf3SXQILf3Obg
w1oM3kQpXRo,UCANLZYMidaCbLQFWXBC95Jg
Zlot0i3Zykw,UCANLZYMidaCbLQFWXBC95Jg
mvpycDK3BDY,UC-2MJlKSq9_pYk5-bdvMhnw
QY19ZoeMkjc,UC9k-yiEpRHMNVOnOi_aQK8w
l9GZwkP815g,UCdtXPiqI2cLorKaPrfpKc4g
LZ34LlaIk88,UCANLZYMidaCbLQFWXBC95Jg
tCpNxoK3bzg,UCR6JyaDSjpJ7cGxbvKFZq1Q
CjSbV5ZXTKU,UC1yBKRuGpC1tSM73A0ZjYjQ
xrs9goUNSAk,UCvVq8bEmY431dorJsjQn7Rw
yPGrJCbaKB4,UCp0hYYBW6IMayGgR-WeoCvQ
JLf9q36UsBk,UCANLZYMidaCbLQFWXBC95Jg
XPBwXKgDTdE,UCANLZYMidaCbLQFWXBC95Jg
WvP0G_4aTqw,UC9k-yiEpRHMNVOnOi_aQK8w
f_INcO9h-C4,UCJmSX7ghommK3pwMLGNUvPA
ysEPqjCGirQ,UC-k-O6psaHBwJvjsT65CUpA
kDy7w5UYdSo,UCJmSX7ghommK3pwMLGNUvPA
4vt_QrLG0D0,UCH1oRy1dINbMVp3UFWrKP0w
QUwxKWT6m7U,UCANLZYMidaCbLQFWXBC95Jg
jYa1eI1hpDE,UCANLZYMidaCbLQFWXBC95Jg
lXAhW_OxSqA,UCQjh-JVPNWfY-KsZS3RgRHw
3KyzjghWsao,UCCm4PIvTP9E8LksBu7dIhyw
FNc87ZhP7oI,UCVa_VOxnPSJe49poc7DW2yQ
9ZsRQNUQ8Vo,UCr-gTfI7au9UaEjNCbnp_Nw
91yU3ZSQlUo,UCdYBCyFyww-1mxvylJsIZOA
VQs2HVUCbnw,UCI1H2wxkvshpCcUNNOEc4Gw
_OxJUsHPX-8,UC-2MJlKSq9_pYk5-bdvMhnw
XUqZP1vdTqk,UCfkpM3RuyUHqY4nRlP-egNA
T00pqlToT9M,UCCf23ekQ5pwaF1U1kUtlwOQ
DUdu_E8HGFE,UC5eP0bKz4SgXhCxogLvMeWQ
uMqpq0lfJ-Q,UCJmSX7ghommK3pwMLGNUvPA
gaWKgiHf7zc,UC-2MJlKSq9_pYk5-bdvMhnw
H9RnICeB9cs,UCfkpM3RuyUHqY4nRlP-egNA
9IQSGVdkhJI,UCAOO5ubPDezvoBOe6KGfU_w
VtTRcWXSBwc,UCg6DJFO2WND_Z43QYqgKATw
oYEoUtHOgeM,UCBi2mrWuNuyYy4gbM6fU18Q
-mEFjXHWbt4,UCQjh-JVPNWfY-KsZS3RgRHw
Jb2stN7kH28,UCANLZYMidaCbLQFWXBC95Jg
xKCek6_dB0M,UCANLZYMidaCbLQFWXBC95Jg
EPNfsgShPlk,UCkUA2BnCY_jqAVTUfvDf5qg
D1Xr-JFLxik,UCANLZYMidaCbLQFWXBC95Jg
dv02S71eXzc,UCaHE2Xd6bhJbfM7T1TAmI9Q
Pb-K2tXWK4w,UCANLZYMidaCbLQFWXBC95Jg
3YxK3uEG75I,UCDlkrCpxEOO1qLwCs_Br_Wg
x9EF-r4LMUI,UCT-_4GqC-yLY1xtTHhwY0hA
oKar-tF__ac,UCANLZYMidaCbLQFWXBC95Jg
WATjkRYlNbo,UCJFrE9hunRlTTi9EOlJzBwA
WN3jxyw48UQ,UCx1NbmuSDrLnt0K5_uoIcmA
nN6VR92V70M,UCANLZYMidaCbLQFWXBC95Jg
VYbNNnaAXB4,UCHd62-u_v4DvJ8TCFtpi4GA
y3wPDnoNEtU,UCjDsbbzHgTrGc4Ff26TJtsA
IWSt64gNr30,UCkP7cs_JTzlLnhWOEgbXhSg
jSHlaobatjw,UCm3Y5mfuO7pf3SXQILf3Obg
thO21UOBuOU,UCAeWdyKJXGWmVAXFpgLNNTg
NZoch14yEGE,UCmdY1pHB-KbFYxOyhwjVeQw
QuijXg8wm28,UCANLZYMidaCbLQFWXBC95Jg
YRqiOYbzDTo,UC-FQUIVQ-bZiefzBiQAa8Fw
WITQpFnBt-M,UCeY0bbntWzzVIaj2z3QigXg
dAuvJT5KEcY,UCH1oRy1dINbMVp3UFWrKP0w
JltEXpbGM8s,UC8-Th83bH_thdKZDJCrn88g
Zyhrs1qC9S4,UC52X5wxOL_s5yw0dQk7NtgA
yCMqcFAigRg,UCANLZYMidaCbLQFWXBC95Jg
xAQ-fuwB_JM,UCkR0GY0ue02aMyM-oxwgg9g
1sa9qeV6T0o,UCpuvu8mrEO4jxjT6sRwE8tg
d8kCTPPwfpM,UCp0hYYBW6IMayGgR-WeoCvQ
hdq2RcLk_hY,UCxCA8fHHI-rBfncHgUMM9BA
UhZRTNydaZU,UC5sc9MVoeS12-xWK8g6v6mA
lCLh9WzmxBk,UCBi2mrWuNuyYy4gbM6fU18Q
z-_ZtbWrErA,UCQjh-JVPNWfY-KsZS3RgRHw
QkBe-PT2m_4,UCVBZ7bN9BPx3LkMkWSMQL1g
hHN0ca6lf1c,UCDhUFkJSAIz4gbZ869htJRw
-FQs_FkDOds,UCHx9otBCyy9gU3ZTYnqtdyA
B1jYllE0T-k,UCANLZYMidaCbLQFWXBC95Jg
iMLacsBYlB8,UCp0hYYBW6IMayGgR-WeoCvQ
tD1IPtYqpXg,UC8-Th83bH_thdKZDJCrn88g
GOD57xxUYdo,UCPKlAkyxu4byP05mDxJmyDA
pNFRuHyntW0,UCNfI8gP0OByAWRAG96CzOJQ
YnR5KknFffU,UC-FQUIVQ-bZiefzBiQAa8Fw
atoSFecVjI8,UC3MRldbJr8avZpdKlNHmmnw
BMjgoGSb4Aw,UC-IpcbYfQIdxuWavUV6w7pA
iVmmqQPizcc,UCokNc628MVZLVc5BWJegNVQ
PDIV35RPrz4,UCoxoN8d-qElWTsm9NPXoILg
19rqmU7EFqE,UCInlW6a6O5EYihW2EAMlRog
ptSjNWnzpjg,UCANLZYMidaCbLQFWXBC95Jg
20B2QxBGcBM,UC-FQUIVQ-bZiefzBiQAa8Fw
mPIgRdwUZSo,UCEEjIcej9idG2uKEotodWDg
0JcyyPoBmSg,UCsaKxIA9snv1Wrh_sw1DFvg
Fd_AtH0yVqU,UCMv0R18Qf2loJGx7q11KAUw
amh859mNeKI,UCp0hYYBW6IMayGgR-WeoCvQ
RzhAS_GnJIc,UCANLZYMidaCbLQFWXBC95Jg
